ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
37475_at	0.086	0.00177737	-4.960241	-0.81126	-1.51064	WDR62	WD repeat domain 62
41146_at	0.086	0.00178488	4.956432	-0.81547	1.860346	PARP1	poly(ADP-ribose) polymerase 1
32908_at	0.0875	0.00182392	-4.93692	-0.83705	-2.270766	UBN1	ubinuclein 1
34661_at	0.0882	0.00184792	4.925156	-0.85009	1.539225	CLEC16A	C-type lectin domain family 16 member A
36455_at	0.0882	0.0018518	-4.923267	-0.85218	-2.801978	COL9A3	collagen type IX alpha 3 chain
31994_at	0.089	0.00187801	-4.910641	-0.86621	-2.366246	ARFGEF2	ADP ribosylation factor guanine nucleotide exchange factor 2
AFFX-HUMRGE/M10098_5_at	0.089	0.00188942	-4.905206	-0.87226	-3.621695		
1720_at	0.089	0.0018971	-4.901566	-0.87631	-1.897621	MAD2L1	MAD2 mitotic arrest deficient-like 1 (yeast)
911_s_at	0.089	0.00189773	4.901269	-0.87664	1.804909	CALM3///CALM2///CALM1	calmodulin 3///calmodulin 2///calmodulin 1
31333_at	0.0892	0.00190829	-4.896298	-0.88218	-2.026306	TLL1	tolloid like 1
40533_at	0.0897	0.00193324	-4.884665	-0.89515	-1.723222	BIRC5	baculoviral IAP repeat containing 5
32512_at	0.0897	0.00193805	-4.882443	-0.89763	-2.517864	NEFM	neurofilament, medium polypeptide
32742_s_at	0.0897	0.00193967	4.881693	-0.89847	2.289629	RABEP1	rabaptin, RAB GTPase binding effector protein 1
32775_r_at	0.0903	0.00197192	4.866959	-0.91494	2.719361	PLSCR1	phospholipid scramblase 1
297_g_at	0.0903	0.00197741	4.864477	-0.91772	1.889079	TUBB2A	tubulin beta 2A class IIa
35447_s_at	0.0903	0.00198093	-4.862889	-0.91949	-2.006136	ASMT	acetylserotonin O-methyltransferase
38934_at	0.0903	0.0019887	-4.859398	-0.9234	-1.64121		
644_at	0.0903	0.00198903	-4.859248	-0.92357	-1.69636	RND2	Rho family GTPase 2
1626_at	0.0909	0.00201142	-4.84927	-0.93476	-2.912453	MUSK	muscle associated receptor tyrosine kinase
40391_at	0.0909	0.00201721	4.846708	-0.93763	2.563553	SLC22A4	solute carrier family 22 member 4
38870_at	0.091	0.00202521	-4.843184	-0.94159	-2.595361	GFRA2	GDNF family receptor alpha 2
34023_at	0.0918	0.00205139	-4.831761	-0.95443	-2.903517	FCER1A	Fc fragment of IgE receptor Ia
39756_g_at	0.092	0.00206648	4.825247	-0.96176	1.594669	XBP1	X-box binding protein 1
1401_g_at	0.092	0.00208669	-4.816611	-0.97149	-2.602502	CSF2	colony stimulating factor 2
2082_s_at	0.092	0.00210032	-4.810833	-0.978	-2.62951	CDH1	cadherin 1
40400_at	0.092	0.00211013	4.806705	-0.98266	2.244456	ADORA1	adenosine A1 receptor
1111_at	0.092	0.00211731	-4.803695	-0.98606	-2.593019	NCAM1	neural cell adhesion molecule 1
2088_s_at	0.092	0.00211742	-4.803649	-0.98611	-1.844562	EPHB2	EPH receptor B2
1145_g_at	0.092	0.00211872	-4.803105	-0.98673	-2.347694	FGFR2	fibroblast growth factor receptor 2
40117_at	0.092	0.00212125	4.80205	-0.98792	1.708081	MCM6	minichromosome maintenance complex component 6
34190_at	0.092	0.0021218	-4.801819	-0.98818	-3.285662	COCH	cochlin
37369_s_at	0.0922	0.00213184	-4.797639	-0.9929	-1.900231	NFATC4	nuclear factor of activated T-cells 4
38166_r_at	0.0922	0.00214217	-4.793363	-0.99774	-2.396554	KMT2D	lysine methyltransferase 2D
34494_at	0.0922	0.00216133	-4.785491	-1.00665	-1.851026	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2
39790_at	0.0922	0.00216204	4.785199	-1.00698	1.465599	ATP2A2	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2
34120_r_at	0.0922	0.00216348	-4.784614	-1.00764	-3.914744		
35703_at	0.0922	0.0021693	4.782238	-1.01033	1.467245	PDGFA	platelet derived growth factor subunit A
34446_at	0.0925	0.00219563	4.771588	-1.02241	2.66656	RABGAP1L	RAB GTPase activating protein 1 like
33101_g_at	0.0925	0.00219796	-4.770654	-1.02347	-1.95458	FETUB	fetuin B
1063_s_at	0.0925	0.00219947	4.770046	-1.02416	2.55414	TYRO3	TYRO3 protein tyrosine kinase
32089_at	0.0928	0.00221357	-4.764415	-1.03055	-3.62905	SPAG6	sperm associated antigen 6
296_at	0.0931	0.00222867	4.758425	-1.03736	1.652733	TUBB2A	tubulin beta 2A class IIa
514_at	0.0931	0.00223791	4.754781	-1.0415	1.79668	CBLB	Cbl proto-oncogene B
38558_at	0.0931	0.00224175	-4.753271	-1.04322	-1.893661	MAG	myelin associated glycoprotein
35496_at	0.0935	0.00226282	-4.745041	-1.05259	-1.890358	CETN1	centrin 1
41612_at	0.0935	0.0022671	4.743379	-1.05448	1.596232	ZNF264	zinc finger protein 264
34602_at	0.0944	0.00231389	-4.725442	-1.07495	-2.69735	FCN2	ficolin 2
40931_at	0.0944	0.00233247	4.718433	-1.08296	1.565726	TMED5	transmembrane p24 trafficking protein 5
38578_at	0.0944	0.00234446	-4.713939	-1.0881	-2.541816	CD27	CD27 molecule
301_at	0.0944	0.00235025	-4.711781	-1.09057	-1.94304	LOC100508689	mucin
35245_at	0.0944	0.0023513	4.711387	-1.09102	2.304291	F5	coagulation factor V
1558_g_at	0.0944	0.00235898	4.708533	-1.09428	2.228493	PAK1	p21 (RAC1) activated kinase 1
33261_at	0.0944	0.00236394	-4.706696	-1.09639	-2.297544	LOC100996809///HLA-DRB5///HLA-DRB3///HLA-DRB1	HLA class II histocompatibility antigen, DRB1-10 beta chain-like///major histocompatibility complex, class II, DR beta 5///major histocompatibility complex, class II, DR beta 3///major histocompatibility complex, class II, DR beta 1
38489_at	0.0944	0.00236711	-4.705524	-1.09773	-2.65333	FGFBP1	fibroblast growth factor binding protein 1
34124_at	0.0944	0.00238003	-4.700761	-1.10319	-1.661896		
34820_at	0.0944	0.00238095	4.700427	-1.10357	1.689979	PTN	pleiotrophin
33764_at	0.0944	0.00238146	-4.700236	-1.10379	-2.731473	GABBR2	gamma-aminobutyric acid type B receptor subunit 2
32301_at	0.0944	0.00239397	-4.695659	-1.10904	-2.301674	GUCY1A2	guanylate cyclase 1 soluble subunit alpha 2
35632_at	0.0944	0.00239789	4.694229	-1.11068	1.634499	CBLB	Cbl proto-oncogene B
40692_at	0.0944	0.00240032	4.693344	-1.1117	2.345434	TLE4	transducin like enhancer of split 4
AFFX-HUMRGE/M10098_M_at	0.0944	0.00240066	-4.693219	-1.11184	-2.568761		
32707_at	0.0946	0.00241434	4.688258	-1.11754	2.709718	KATNA1	katanin catalytic subunit A1
36359_at	0.0954	0.00244811	-4.676143	-1.13146	-1.809186	PRKACG	protein kinase cAMP-activated catalytic subunit gamma
40876_at	0.0954	0.00244841	4.676036	-1.13158	1.53809	GYG1	glycogenin 1
41586_at	0.0956	0.00246286	-4.670907	-1.13749	-1.57168	FGF18	fibroblast growth factor 18
36539_at	0.0959	0.00247629	-4.666172	-1.14294	-2.372749	GUSBP11	glucuronidase, beta pseudogene 11
719_g_at	0.0961	0.00248909	4.661683	-1.14811	2.722796	HTRA1	HtrA serine peptidase 1
33790_at	0.0961	0.00249936	-4.658104	-1.15224	-2.590546	CCL15-CCL14///CCL14	CCL15-CCL14 readthrough (NMD candidate)///C-C motif chemokine ligand 14
AFFX-DapX-3_at	0.0961	0.0025103	-4.654305	-1.15662	-1.7736		
897_at	0.0961	0.00251371	4.653127	-1.15798	1.717942	LOC101930075///PKD1	polycystin-1-like///polycystin 1, transient receptor potential channel interacting
35573_r_at	0.0971	0.00254668	-4.641807	-1.17106	-2.881966	ZNF253	zinc finger protein 253
31830_s_at	0.0973	0.00255935	-4.637503	-1.17604	-1.538032	SMTN	smoothelin
715_s_at	0.0973	0.00256832	-4.634468	-1.17955	-1.493123	LOC102724197///LOC100132705///GGT2///GGTLC1///GGTLC2///GGT3P///GGT1	inactive gamma-glutamyltranspeptidase 2-like///immunoglobulin superfamily member 3-like///gamma-glutamyltransferase 2///gamma-glutamyltransferase light chain 1///gamma-glutamyltransferase light chain 2///gamma-glutamyltransferase 3 pseudogene///gamma-glutamyltransferase 1
38673_s_at	0.0977	0.002585	4.628858	-1.18605	2.027514	CDKN1C	cyclin dependent kinase inhibitor 1C
38898_at	0.098	0.00259979	4.623914	-1.19177	1.581843		
32569_at	0.0991	0.00263826	4.611204	-1.20652	1.449703	PAFAH1B1	platelet activating factor acetylhydrolase 1b regulatory subunit 1
38389_at	0.0992	0.00267191	4.600254	-1.21924	3.514039	OAS1	2'-5'-oligoadenylate synthetase 1
32893_s_at	0.0992	0.00267491	-4.599287	-1.22037	-1.537099	LOC102724197///LOC100132705///GGT2///GGTLC1///GGTLC2///GGT3P///GGT1	inactive gamma-glutamyltranspeptidase 2-like///immunoglobulin superfamily member 3-like///gamma-glutamyltransferase 2///gamma-glutamyltransferase light chain 1///gamma-glutamyltransferase light chain 2///gamma-glutamyltransferase 3 pseudogene///gamma-glutamyltransferase 1
1011_s_at	0.0992	0.00268083	4.597378	-1.22259	1.538587	YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon
884_at	0.0992	0.0026825	4.59684	-1.22322	1.504041	ITGA3	integrin subunit alpha 3
32059_at	0.0992	0.0026841	4.596326	-1.22381	1.560962	UBXN2B	UBX domain protein 2B
783_at	0.0992	0.00269081	4.594172	-1.22632	1.745728	WWP1	WW domain containing E3 ubiquitin protein ligase 1
40981_at	0.0992	0.00270103	-4.590901	-1.23013	-1.634853	CHD8	chromodomain helicase DNA binding protein 8
35448_at	0.0992	0.00270542	-4.589502	-1.23176	-2.353124	PPIL2	peptidylprolyl isomerase like 2
39692_at	0.0992	0.00271042	4.587908	-1.23361	1.474461	CREB3L2	cAMP responsive element binding protein 3 like 2
36712_at	0.0992	0.00271912	4.585149	-1.23683	4.326734		
35122_at	0.0992	0.00272699	-4.582656	-1.23974	-2.303504	LPAL2	lipoprotein(a) like 2, pseudogene
40835_at	0.1004	0.00276904	-4.569485	-1.25511	-2.470635	TUT1	terminal uridylyl transferase 1, U6 snRNA-specific
35799_at	0.1009	0.00279959	4.560054	-1.26613	2.886631	DNAJB9	DnaJ heat shock protein family (Hsp40) member B9
39887_at	0.1009	0.00280104	-4.55961	-1.26665	-2.683874	GRIP1	glutamate receptor interacting protein 1
38212_at	0.1009	0.00280885	-4.557219	-1.26945	-1.915331	B4GALNT1	beta-1,4-N-acetyl-galactosaminyltransferase 1
34214_at	0.1009	0.00281291	-4.555978	-1.2709	-2.768542	TRIL	TLR4 interactor with leucine rich repeats
40600_at	0.101	0.00282338	-4.552789	-1.27463	-1.902943	DNAJC4	DnaJ heat shock protein family (Hsp40) member C4
35318_at	0.1011	0.00285372	4.54362	-1.28538	1.684949	FAM20B	family with sequence similarity 20 member B
41538_r_at	0.1011	0.0028553	-4.543145	-1.28593	-1.800951	GRIN2C	glutamate ionotropic receptor NMDA type subunit 2C
31687_f_at	0.1011	0.00285629	-4.542849	-1.28628	-1.885661	HBB	hemoglobin subunit beta
442_at	0.1011	0.00286084	4.541485	-1.28788	1.41212	MIR3652///HSP90B1	microRNA 3652///heat shock protein 90 beta family member 1
36502_at	0.1014	0.0028855	4.534132	-1.29651	1.477704	CDK14	cyclin dependent kinase 14
1522_at	0.1014	0.00290926	-4.527113	-1.30475	-1.632184	TNK1	tyrosine kinase non receptor 1
31569_at	0.1014	0.00291461	-4.525543	-1.3066	-1.631556	SLC1A7	solute carrier family 1 member 7
34571_at	0.1014	0.00291863	-4.524365	-1.30798	-1.705306	GNAT2	G protein subunit alpha transducin 2
34183_at	0.1014	0.00292487	-4.522537	-1.31013	-1.619474	CCDC69	coiled-coil domain containing 69
32168_s_at	0.1014	0.00292888	4.521365	-1.31151	1.94949	RCAN1	regulator of calcineurin 1
160022_at	0.1014	0.00293513	-4.519545	-1.31365	-1.864337	CSF1R	colony stimulating factor 1 receptor
32935_at	0.1014	0.00294279	-4.517318	-1.31627	-2.93373	DCAF4	DDB1 and CUL4 associated factor 4
34674_at	0.1014	0.00295531	-4.513691	-1.32054	-1.983881	S100A1	S100 calcium binding protein A1
37180_at	0.1014	0.00295772	4.512994	-1.32136	3.509697	PLCG2	phospholipase C gamma 2
1015_s_at	0.1014	0.00296125	-4.511974	-1.32256	-1.747131	LIMK1	LIM domain kinase 1
1089_i_at	0.1014	0.0029709	-4.509196	-1.32583	-4.673307		
40631_at	0.1014	0.00297384	4.508352	-1.32683	1.496317	TOB1	transducer of ERBB2, 1
40163_r_at	0.1016	0.00299039	-4.503619	-1.33241	-1.654219	COMP	cartilage oligomeric matrix protein
39785_at	0.1016	0.00299322	4.502811	-1.33336	2.044677	CEP57	centrosomal protein 57
38890_at	0.102	0.00301406	-4.496897	-1.34034	-2.478126	APCS	amyloid P component, serum
34087_at	0.1023	0.00304054	-4.489444	-1.34914	-2.979434	KCNK2	potassium two pore domain channel subfamily K member 2
37128_at	0.1023	0.00304075	-4.489387	-1.3492	-2.366234	SOCS7	suppressor of cytokine signaling 7
32689_s_at	0.1023	0.00305193	-4.486262	-1.3529	-1.596021	PTGER3	prostaglandin E receptor 3
32780_at	0.1023	0.00305429	4.485605	-1.35367	1.361518	DST	dystonin
37102_at	0.1025	0.00306887	-4.481551	-1.35847	-2.528138	BRMS1	breast cancer metastasis suppressor 1
34590_at	0.1026	0.00308229	-4.477842	-1.36286	-2.158329	CNTF	ciliary neurotrophic factor
40954_at	0.1026	0.0030954	-4.474233	-1.36713	-1.667089	FXYD6-FXYD2///FXYD2	FXYD6-FXYD2 readthrough///FXYD domain containing ion transport regulator 2
38388_at	0.1026	0.00310799	4.470786	-1.37121	4.028464	OAS1	2'-5'-oligoadenylate synthetase 1
36830_at	0.1026	0.00312205	4.466952	-1.37575	2.209343	MIPEP	mitochondrial intermediate peptidase
41487_at	0.1026	0.00312449	-4.466288	-1.37654	-1.66126	RASSF8	Ras association domain family member 8
32860_g_at	0.1026	0.00312982	4.464842	-1.37825	2.791512	STAT1	signal transducer and activator of transcription 1
39468_r_at	0.1026	0.00313118	-4.464474	-1.37869	-1.983092		
41216_r_at	0.1026	0.00313642	-4.463053	-1.38037	-1.833374	ID2	inhibitor of DNA binding 2, HLH protein
32139_at	0.1027	0.00315022	4.459329	-1.38479	2.732371	ZNF185	zinc finger protein 185 (LIM domain)
35915_at	0.1028	0.00316091	-4.456454	-1.3882	-2.407122	INHBC	inhibin beta C subunit
38959_s_at	0.1029	0.00317121	-4.453697	-1.39147	-2.176763	CASR	calcium sensing receptor
33239_at	0.103	0.00319318	4.447846	-1.39842	1.906045	CEP112	centrosomal protein 112
39587_at	0.103	0.0031955	-4.447232	-1.39915	-1.997721	CCDC22	coiled-coil domain containing 22
1947_g_at	0.103	0.00320004	4.446029	-1.40058	1.568019	WT1-AS	WT1 antisense RNA
39738_at	0.1032	0.00321624	4.441755	-1.40567	1.488879	MYH9	myosin, heavy chain 9, non-muscle
36294_at	0.1032	0.00321987	-4.4408	-1.4068	-1.993324	STK4	serine/threonine kinase 4
33332_at	0.1032	0.00322965	-4.438233	-1.40986	-1.346009	SERHL2///SERHL	serine hydrolase-like 2///serine hydrolase-like (pseudogene)
34143_at	0.1032	0.00323739	-4.436209	-1.41227	-3.130469	CHRNA1	cholinergic receptor nicotinic alpha 1 subunit
33910_at	0.1032	0.00324593	4.433979	-1.41492	1.452451	PTPRD	protein tyrosine phosphatase, receptor type D
1669_at	0.1032	0.00326075	4.430129	-1.4195	2.112617	WNT5A	Wnt family member 5A
37534_at	0.1032	0.00326271	4.429622	-1.42011	4.049242	CXADR	coxsackie virus and adenovirus receptor
885_g_at	0.1033	0.00327454	4.426563	-1.42375	1.62321	ITGA3	integrin subunit alpha 3
35188_at	0.1035	0.00328729	4.423282	-1.42766	1.454439	FARP2	FERM, ARH/RhoGEF and pleckstrin domain protein 2
40794_at	0.1035	0.00329557	-4.421157	-1.4302	-1.833377	KLK3	kallikrein related peptidase 3
36032_at	0.1039	0.00333067	4.412219	-1.44087	1.508049	HSPB11	heat shock protein family B (small) member 11
1629_s_at	0.1039	0.00333284	4.411668	-1.44153	1.668435	PTPN13	protein tyrosine phosphatase, non-receptor type 13
32283_at	0.1039	0.00334599	-4.408348	-1.44549	-2.246715	LINC00893	long intergenic non-protein coding RNA 893
38545_at	0.1039	0.00335308	-4.406566	-1.44762	-1.547798	INHBB	inhibin beta B subunit
41273_at	0.1039	0.00335844	4.405218	-1.44923	1.450762	MXRA7	matrix remodeling associated 7
35961_at	0.1039	0.00337093	4.402092	-1.45297	1.912617		
39331_at	0.1039	0.00337171	4.401897	-1.4532	1.636008	TUBB2A	tubulin beta 2A class IIa
35892_at	0.1039	0.0033747	4.40115	-1.4541	2.169174	CR1	complement component 3b/4b receptor 1 (Knops blood group)
35922_at	0.1039	0.00338234	4.399246	-1.45637	2.320544	SYCP2	synaptonemal complex protein 2
36537_at	0.1044	0.00341692	4.390688	-1.46662	1.408442	ARHGEF18	Rho/Rac guanine nucleotide exchange factor 18
35502_at	0.1044	0.00342184	-4.389478	-1.46807	-1.633668	AMHR2	anti-Mullerian hormone receptor type 2
33585_at	0.1044	0.00342364	-4.389036	-1.4686	-3.191795		
32796_f_at	0.1044	0.0034311	-4.387206	-1.47079	-1.531071	PRSS2	protease, serine 2
41680_at	0.1048	0.00346275	-4.37949	-1.48004	-1.969579	TTC39A	tetratricopeptide repeat domain 39A
40296_at	0.1048	0.00346796	-4.378229	-1.48156	-2.704242	SASH3	SAM and SH3 domain containing 3
40523_at	0.1048	0.00347021	-4.377684	-1.48221	-2.201583	FOXA2	forkhead box A2
37231_at	0.1053	0.00349866	-4.37083	-1.49044	-2.684132	DLGAP5	DLG associated protein 5
35492_at	0.1053	0.00350245	-4.369923	-1.49153	-1.476127	CYP4F12	cytochrome P450 family 4 subfamily F member 12
31412_at	0.1055	0.00352586	-4.364337	-1.49824	-1.795344	LOC100509646///PRY2///PRY	PTPN13-like protein, Y-linked-like///PTPN13-like, Y-linked 2///PTPN13-like, Y-linked
39618_at	0.1055	0.00352857	-4.363693	-1.49901	-2.785989	HAPLN1	hyaluronan and proteoglycan link protein 1
34977_at	0.1061	0.003557	-4.356968	-1.5071	-2.200796	SIGLEC7	sialic acid binding Ig like lectin 7
1605_g_at	0.1063	0.00357016	-4.353875	-1.51083	-1.528037	EPHA5	EPH receptor A5
39498_at	0.1063	0.00357961	-4.351663	-1.51349	-2.01709		
36488_at	0.1069	0.00360892	4.344842	-1.52171	1.611212	MEGF9	multiple EGF like domains 9
729_i_at	0.1069	0.00362966	-4.340051	-1.52748	-1.698471		
35575_f_at	0.1069	0.00363945	-4.337799	-1.5302	-1.815132		
34281_at	0.1069	0.00364943	-4.335513	-1.53296	-1.807588	VSNL1	visinin like 1
39634_at	0.1069	0.00365112	-4.335125	-1.53343	-1.385446	SLIT2	slit guidance ligand 2
38989_at	0.1069	0.00365199	4.334927	-1.53367	2.028512	HMCES	5-hydroxymethylcytosine (hmC) binding, ES cell-specific
380_at	0.1069	0.00365802	-4.333549	-1.53533	-1.666306	TBX5	T-box 5
1344_at	0.1069	0.0036681	-4.331253	-1.5381	-1.356857	PAX3	paired box 3
31426_at	0.107	0.00368495	-4.327427	-1.54273	-1.954123	GPR15	G protein-coupled receptor 15
31980_at	0.107	0.00368637	-4.327105	-1.54312	-1.473419	FOXN1	forkhead box N1
41323_at	0.1074	0.00371262	-4.321186	-1.55027	-2.10542	LOC100507424///ITFG2	uncharacterized LOC100507424///integrin alpha FG-GAP repeat containing 2
40476_s_at	0.1074	0.00371693	4.320219	-1.55144	1.48357	FOXK2	forkhead box K2
235_at	0.1075	0.00373899	-4.315287	-1.55741	-2.373778	S100B	S100 calcium binding protein B
36612_at	0.1075	0.00373968	4.315134	-1.55759	1.545611	FAM168A	family with sequence similarity 168 member A
31550_at	0.1079	0.00375965	-4.310698	-1.56296	-2.826361	ADRB1	adrenoceptor beta 1
33458_r_at	0.1079	0.00376908	4.308612	-1.56549	2.24329	CALM3///CALM2///CALM1	calmodulin 3///calmodulin 2///calmodulin 1
34793_s_at	0.108	0.00378102	4.30598	-1.56868	1.825413	PLS3	plastin 3
37013_at	0.1085	0.00381377	-4.298805	-1.57738	-2.394954	ACE	angiotensin I converting enzyme
40017_at	0.1085	0.00381611	4.298295	-1.578	2.762795	PAMR1	peptidase domain containing associated with muscle regeneration 1
37415_at	0.1104	0.00389156	-4.282034	-1.59775	-1.465088	ATP10B	ATPase phospholipid transporting 10B (putative)
39686_g_at	0.1109	0.00392477	4.274987	-1.60632	1.806375	ATXN10	ataxin 10
40288_r_at	0.1109	0.00392659	-4.274603	-1.60679	-1.545292	KLHL35	kelch like family member 35
38896_at	0.1113	0.00395968	-4.26765	-1.61525	-1.761012	TNPO2	transportin 2
33666_at	0.1113	0.00396168	4.267231	-1.61576	1.395417	HNRNPC	heterogeneous nuclear ribonucleoprotein C (C1/C2)
37221_at	0.1113	0.00397859	4.263704	-1.62006	1.602537	PRKAR2B	protein kinase cAMP-dependent type II regulatory subunit beta
41043_at	0.1113	0.00397956	-4.263503	-1.6203	-2.347192	SOX15	SRY-box 15
35207_at	0.1113	0.00399489	-4.26032	-1.62419	-1.851603	SCNN1A	sodium channel epithelial 1 alpha subunit
34795_at	0.1113	0.00400085	4.259088	-1.62569	1.993936	PLOD2	procollagen-lysine,2-oxoglutarate 5-dioxygenase 2
32293_at	0.1113	0.00400182	4.258887	-1.62593	2.128584	LHCGR	luteinizing hormone/choriogonadotropin receptor
35747_at	0.1114	0.00402085	4.254963	-1.63072	1.769116	NPTN	neuroplastin
36464_at	0.1114	0.00403213	-4.252646	-1.63355	-1.76444	CRISP3	cysteine rich secretory protein 3
33140_at	0.1114	0.00404108	4.250815	-1.63578	1.845812	B4GAT1	beta-1,4-glucuronyltransferase 1
34665_g_at	0.1114	0.00404302	-4.250417	-1.63627	-1.918255	FCGR2C///FCGR2B///FCGR2A	Fc fragment of IgG receptor IIc (gene/pseudogene)///Fc fragment of IgG receptor IIb///Fc fragment of IgG receptor IIa
37082_at	0.1117	0.00406644	-4.245644	-1.6421	-1.904313	ZSCAN12	zinc finger and SCAN domain containing 12
31908_at	0.1117	0.00406939	-4.245046	-1.64283	-2.224565	LFNG	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
34943_at	0.1133	0.00413949	-4.230951	-1.66007	-1.780112	WHAMM	WAS protein homolog associated with actin, golgi membranes and microtubules
36038_r_at	0.1133	0.00415465	-4.227938	-1.66376	-1.289812	SPTB	spectrin beta, erythrocytic
32003_at	0.1133	0.0041557	-4.22773	-1.66402	-1.486526	MAT1A	methionine adenosyltransferase 1A
39750_at	0.1135	0.00417501	4.22391	-1.66869	1.593639	PARVA	parvin alpha
32014_at	0.1135	0.00418023	-4.222881	-1.66996	-3.268926	ADAM18	ADAM metallopeptidase domain 18
702_f_at	0.114	0.00420805	-4.217419	-1.67665	-1.671053	MSX2P1	msh homeobox 2 pseudogene 1
33582_s_at	0.1148	0.00424826	-4.209595	-1.68625	-1.718825	RBMS3	RNA binding motif single stranded interacting protein 3
684_at	0.1148	0.00425564	-4.208169	-1.68801	-1.537074	AGT	angiotensinogen
33523_at	0.1156	0.00429505	-4.200593	-1.69731	-1.546976	ALPI	alkaline phosphatase, intestinal
37021_at	0.1161	0.00432767	-4.194381	-1.70495	-1.606138	CTSH	cathepsin H
40694_at	0.1161	0.00433128	-4.193696	-1.7058	-3.213032	KRT20	keratin 20
1967_f_at	0.1161	0.00434235	-4.191603	-1.70837	-1.24314		
